timestamp,type,event
1389978135023,log,LoadOntology
1389978140702,eye,Class hierarchy
1389978147643,log,M_hierarchy
1389978167570,eye,Class hierarchy
1389978168752,log,HExpanded
1389978170552,log,M_entity_selected
1389978170704,eye,Description
1389978175154,log,EntitySelected
1389978175237,eye,Description
1389978178570,eye,Property hierarchy
1389978178970,eye,Description
1389978184070,eye,Class hierarchy
1389978193087,eye,Description
1389978200060,eye,Property hierarchy
1389978209131,log,DescriptionSelected
1389978308552,log,EntityModified
1389978312365,eye,Class hierarchy
1389978327621,log,SaveOntology
1389978332398,log,EntitySelected
1389978332836,log,EntitySelected
1389978337906,log,DescriptionSelected
1389978352563,log,EntityModified
1389978357812,log,EntitySelected
1389978358908,eye,Class hierarchy
1389978360114,log,DescriptionSelected
1389978366449,log,EntityModified
1389978367819,log,EntitySelected
1389978373369,log,DescriptionSelected
1389978380509,log,EntityModified
1389978382008,log,EntitySelected
1389978383251,eye,Property hierarchy
1389978384834,log,DescriptionSelected
1389978390933,log,EntityModified
1389978391435,eye,Class hierarchy
1389978395899,log,EntitySelected
1389978396368,eye,Class hierarchy
1389978398163,log,M_entity_selected
1389978399101,eye,Class hierarchy
1389978403951,log,SaveOntology
1389978408416,log,DescriptionSelected
1389978413883,log,EntityModified
1389978415162,log,EntitySelected
1389978415674,eye,Property hierarchy
1389978418141,eye,Class hierarchy
1389978418953,log,DescriptionSelected
1389978424702,log,EntityModified
1389978425581,log,EntitySelected
1389978427034,log,DescriptionSelected
1389978436273,log,EntityModified
1389978437846,log,EntitySelected
1389978442526,log,DescriptionSelected
1389978452729,log,EntityModified
1389978456543,eye,Property hierarchy
1389978456690,log,EntitySelected
1389978456759,eye,Property hierarchy
1389978459226,eye,Class hierarchy
1389978459977,log,DescriptionSelected
1389978465364,log,EntityModified
1389978466505,log,EntitySelected
1389978468025,log,DescriptionSelected
1389978476515,log,EntityModified
1389978480825,log,EntitySelected
1389978480942,eye,Class hierarchy
1389978482385,log,DescriptionSelected
1389978487769,log,EntityModified
1389978488605,eye,Class hierarchy
1389978490022,eye,File menu
1389978490850,log,EntitySelected
1389978491622,eye,Property hierarchy
1389978491789,eye,Description
1389978492617,log,DescriptionSelected
1389978499291,log,EntityModified
1389978528138,eye,Class hierarchy
1389978531609,log,EntitySelected
1389978533002,eye,Description
1389978533102,eye,Popup
1389978540864,eye,Class hierarchy
1389978541447,eye,Popup
1389978543530,eye,Class hierarchy
1389978553298,log,ClassAddition
1389978558797,eye,Description
1389978559921,log,DescriptionSelected
1389978576979,eye,Property hierarchy
1389978581491,eye,Class hierarchy
1389978607597,eye,Class hierarchy
1389978608281,eye,Class hierarchy
1389978613516,eye,Class hierarchy
1389978621409,eye,Class hierarchy
1389978634798,eye,Class hierarchy
1389978639756,log,M_hierarchy
1389978640675,eye,Class hierarchy
1389978640846,log,HExpanded
1389978640941,eye,Class hierarchy
1389978642591,eye,Class hierarchy
1389978643408,eye,Property hierarchy
1389978645425,eye,Class hierarchy
1389978646041,eye,File menu
1389978652805,log,Convert into defined
1389978655354,eye,Class hierarchy
1389978657695,log,SaveOntology
1389978659338,eye,Class hierarchy
1389978663092,log,ReasonerInvoked
1389978664254,eye,Class hierarchy
1389978668438,eye,Description
1389978671888,eye,Class hierarchy
1389978679531,log,EntitySelected
1389978681373,eye,Description
1389978682323,eye,Property hierarchy
1389978699904,eye,Class hierarchy
1389978701625,log,EntitySelected_I
1389978702231,eye,Property hierarchy
1389978704948,eye,Class hierarchy
1389978710436,eye,Popup
1389978713103,eye,Description
1389978713419,eye,Popup
1389978713719,eye,Description
1389978714253,eye,Popup
1389978714669,eye,Description
1389978715119,eye,Class hierarchy
1389978715652,eye,Description
1389978716519,eye,Class hierarchy
1389978718436,eye,Class hierarchy
1389978722285,log,ClassAddition
1389978724061,eye,Class hierarchy
1389978724088,log,DescriptionSelected
1389978727327,eye,Class hierarchy
1389978728744,eye,Class hierarchy
1389978731844,eye,Class hierarchy
1389978733127,eye,Class hierarchy
1389978738588,eye,Class hierarchy
1389978746391,eye,Class hierarchy
1389978748574,eye,Description
1389978756296,log,Convert into defined
1389978762273,log,SaveOntology
1389978765775,log,ReasonerInvoked
1389978767807,eye,Class hierarchy
1389978770944,log,M_hierarchy_I
1389978771905,eye,Description
1389978773008,log,M_hierarchy_I
1389978775080,log,EntitySelected_I
1389978779889,eye,Property hierarchy
1389978780759,log,DescriptionSelected
1389978788653,log,EntityModified
1389978793614,log,SaveOntology
1389978795918,log,ReasonerInvoked
1389978802499,log,M_hierarchy_I
1389978819699,eye,File menu
1389978827465,eye,Class hierarchy
1389978841094,eye,File menu
1389978843694,eye,Class hierarchy
1389978857914,log,LoadOntology
1389978859661,eye,Class hierarchy
1389978863277,eye,Property hierarchy
1389978865349,log,M_hierarchy
1389978870743,log,M_entity_selected
1389978916271,log,LoadOntology
1389978924125,log,M_hierarchy
1389978933751,eye,Property hierarchy
1389978934751,eye,Class hierarchy
1389978936488,log,HExpanded
1389978938192,log,EntitySelected
1389978943638,log,DescriptionSelected
1389978985548,log,EntityModified
1389978987893,log,DescriptionSelected
1389978995903,log,EntityModified
1389978996980,eye,Class hierarchy
1389978997814,eye,Description
1389979007166,log,DescriptionSelected
1389979022709,log,EntityModified
1389979024630,log,EntitySelected
1389979028277,log,DescriptionSelected
1389979030467,log,EntityModified
1389979033025,eye,Class hierarchy
1389979033688,log,EntitySelected
1389979034176,eye,Property hierarchy
1389979035134,log,DescriptionSelected
1389979038295,log,EntityModified
1389979041837,log,EntitySelected
1389979043150,log,DescriptionSelected
1389979047956,log,EntityModified
1389979050092,log,EntitySelected
1389979051144,eye,Property hierarchy
1389979051327,eye,Description
1389979051777,eye,File menu
1389979054580,log,DescriptionSelected
1389979058876,log,EntityModified
1389979063285,log,EntitySelected
1389979064273,eye,Description
1389979065549,log,DescriptionSelected
1389979069329,log,EntityModified
1389979070420,log,EntitySelected
1389979072711,eye,Class hierarchy
1389979073164,log,DescriptionSelected
1389979077578,log,EntityModified
1389979078573,log,EntitySelected
1389979079253,eye,Class hierarchy
1389979081140,log,DescriptionSelected
1389979083388,log,EntityModified
1389979086541,eye,Description
1389979086631,log,EntitySelected
1389979087791,eye,Class hierarchy
1389979087804,log,DescriptionSelected
1389979091675,log,EntityModified
1389979094212,log,EntitySelected
1389979095358,eye,Class hierarchy
1389979095437,log,DescriptionSelected
1389979098811,log,EntityModified
1389979102144,log,EntitySelected
1389979103700,log,DescriptionSelected
1389979108893,log,EntityModified
1389979110076,log,EntitySelected
1389979110771,eye,Description
1389979113052,log,DescriptionSelected
1389979115161,log,EntityModified
1389979118373,log,EntitySelected
1389979119556,log,DescriptionSelected
1389979121688,log,EntityModified
1389979126162,log,SaveOntology
1389979142761,eye,Class hierarchy
1389979150424,eye,Popup
1389979153292,log,EntitySelected
1389979154108,eye,Popup
1389979154558,eye,Class hierarchy
1389979157180,eye,Popup
1389979157430,eye,Description
1389979157563,eye,Popup
1389979158197,eye,Description
1389979158347,eye,Popup
1389979164840,eye,Class hierarchy
1389979171002,log,ClassAddition
1389979171928,eye,Popup
1389979174526,log,EntitySelected
1389979174749,eye,Popup
1389979181626,eye,Class hierarchy
1389979185443,eye,Popup
1389979185768,log,ClassAddition
1389979186576,eye,Popup
1389979187190,log,EntitySelected
1389979187709,eye,Class hierarchy
1389979188676,eye,Description
1389979189009,eye,Class hierarchy
1389979189359,eye,Description
1389979190476,eye,Class hierarchy
1389979195713,log,ClassAddition
1389979198124,log,DescriptionSelected
1389979205788,eye,Class hierarchy
1389979213204,eye,Property hierarchy
1389979218168,eye,Class hierarchy
1389979219336,log,HExpanded
1389979219551,eye,Class hierarchy
1389979223951,eye,Property hierarchy
1389979227118,eye,Description
1389979233763,log,Convert into defined
1389979233924,eye,Description
1389979234724,eye,Class hierarchy
1389979236488,log,DescriptionSelected
1389979239057,eye,Class hierarchy
1389979241257,eye,Description
1389979241507,eye,Class hierarchy
1389979242541,eye,Description
1389979245980,log,HExpanded
1389979246591,eye,Description
1389979247824,eye,Class hierarchy
1389979254656,log,DescriptionSelected
1389979254738,log,EntityDeleted
1389979258520,eye,Class hierarchy
1389979258720,eye,Property hierarchy
1389979259573,log,EntitySelected
1389979260537,eye,Property hierarchy
1389979261187,log,DescriptionSelected
1389979266023,log,Convert into defined
1389979268201,log,EntitySelected
1389979269515,log,DescriptionSelected
1389979274749,eye,Description
1389979276699,eye,Class hierarchy
1389979282251,log,Convert into defined
1389979284361,log,EntitySelected
1389979286147,log,DescriptionSelected
1389979303437,eye,Property hierarchy
1389979303937,eye,Property hierarchy
1389979308587,eye,Property hierarchy
1389979309404,eye,Class hierarchy
1389979317053,log,Convert into defined
1389979322111,log,SaveOntology
1389979324889,log,ReasonerInvoked
1389979329954,eye,Class hierarchy
